Time,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
195008,5.23,3.12,0.25,2.78,8.47,10.69,3.44,3.58,7.68,2.68,6.6,4.64,4.5,3.81,8.82,-2.24,8.24,4.84,4.21,3.28,2.46,6.15,7.51,10.48,-0.03,11.71,3.87,5.02,4.26,5
195009,3.72,10.03,4.67,10.83,14.09,3.33,5.85,6.05,4.1,4.42,8.47,3.12,6.96,4.57,8.28,-0.55,9.28,3.13,3.44,4.39,-0.56,5.52,5.5,6.45,4.16,5.14,8.62,6.41,8.46,6.83
195010,-0.55,-1.28,0.03,-6.01,-0.75,-0.95,-0.37,-1.88,-0.97,-0.59,-1.8,3.88,-0.88,-1.51,0.29,2.14,-2.08,-2.78,0.22,-0.85,0.09,-1.28,-1.76,-0.1,-0.85,-3.73,1,-1.88,-1.21,0.06
195011,-0.69,3.1,-1.84,-1.43,-2.12,0.98,3.22,4.57,7.56,2.15,4.37,5.14,3.03,0.41,-1.95,6.13,7.36,4.79,5.17,-1.28,-0.35,-2.34,6.06,6.9,4.06,3.49,0.9,1.45,2.64,1.23
195012,1.35,6.29,-1.49,0.92,2.18,1.49,6.24,5.95,6.07,12.34,2.93,7.52,9.83,4.94,2.19,11.35,8.42,13.73,8.48,3.48,1.78,1.09,1.96,6.01,15.77,4.08,2.58,3.69,4.37,2.83
195101,4.41,8.56,3.59,4.68,6.83,7.52,2.09,2.97,4.19,3.6,7.98,8.35,6.26,10.31,8.88,2.95,6,3.88,6.21,4.89,1.75,4.89,3.27,5.22,8.12,5.09,3.35,7.43,2.05,9.7
195102,1.71,-3.5,-0.87,4.48,0.01,1.41,2.36,1.36,2.55,2.54,3.13,-2.41,1.61,1.22,2.86,1.64,0.09,0.16,0.87,3.01,4.01,0.31,0.15,1.73,-2.38,-1.63,3.32,2.61,2.11,1.48
195103,-1.36,-4.85,-1.69,-5.7,-4.44,-3.3,-5.03,1.59,-1.87,-9.39,0.48,-5.25,-4.62,-0.42,0.81,-8.01,-4.28,-6.08,-2.42,-1.52,-1.21,0.61,-2.05,-2.07,-3.74,0.4,-2.35,-3.89,0.44,-0.52
195104,0.3,4.87,-0.72,1.36,2.63,1.24,0.98,10.28,8.17,2.12,3.69,6.44,4.56,2.77,4.19,5.36,6.01,-2.64,10.9,0.08,0.72,-1.52,3.51,8.63,3.47,0,0.28,-1.7,3.76,3.28
195105,-1.26,-0.26,-2.21,-4.52,-5.31,-2.2,-2.37,1.45,-0.44,-0.72,-4.34,-3.86,-2.7,-3.5,-5.13,-2.84,-3.21,-0.8,-3.16,-0.17,-0.53,-0.57,-1.82,-2.93,-4.05,7.43,-1.89,-5.5,-1.69,-1.06
195106,-3.55,-2.67,-3.8,-0.18,-3.69,-8.55,-2.7,0.71,-0.81,-5.41,-2.34,-8.31,-5.02,-1.77,-6.78,-8.86,-4.81,-0.28,0.99,-0.51,-0.3,-1.73,-1.64,-1.88,-7.98,-7.4,-2.54,-5.16,-0.26,-1.78
195107,3.02,5.14,2.94,7.08,1.79,7.22,0.94,14.29,8.03,2.22,7.23,9.58,6.49,4.89,4.22,9.76,6.66,5.11,11.33,5.18,2.67,1.27,7.26,6.38,8.34,11.23,2.32,3.64,5.77,4.77
195108,3.39,2.72,3.32,6.02,3.83,2.41,2.95,-1.51,2.2,4.09,4.74,9.68,4.6,7.14,7.02,3.79,9.63,7.87,5.58,2,2.51,0.87,3.91,3.59,1.33,3.27,2.52,5.11,4.01,2.56
195109,-0.96,3.95,0.14,9.55,-0.84,0.25,-2.49,-1.96,-1.38,-2.37,1.04,1.18,1.76,3.44,2.4,3.72,5.87,5.05,-0.96,1.2,-0.16,0.2,3.15,-1.02,3.49,16.78,2.29,-0.45,1.09,0.02
195110,-3.68,-3.66,-2.52,-3.74,-0.35,-2.93,-0.86,-6.1,-7.73,-3.48,-2.09,-1.65,-2.54,-6.57,-2.19,-1.73,-5.28,-1.71,1.05,0.55,-1.24,0.46,-4.98,-3.59,-4.25,-9.54,-2.84,0.36,-2.16,-7.05
195111,-0.18,-1.78,0.23,-0.3,1.94,-0.72,-0.88,-0.61,0,0.98,-0.62,1.1,1.58,1.79,1.41,-1.95,1.95,4,-0.97,1.54,0.38,0.56,2.33,1.54,2.08,0.87,1.38,1.64,3.08,2.56
195112,2.22,2.6,0.7,-2.21,-2.55,2.29,1.13,4.99,8.22,1.25,3.1,0.34,3.65,4.67,3.41,1.22,-1.86,-0.91,4.68,3.14,0.75,1.34,5.28,3.26,1.55,-0.77,-0.34,0.48,6.11,3.17
195201,0.63,-4.19,5.06,-0.34,-1.94,0.34,1.17,0.58,-3.48,-5.26,0,2.88,0.55,-1.24,-1.47,3.2,4.63,4.81,6.47,2.93,0.02,6.06,-3.1,0.37,3.57,0.32,-0.79,3.38,2.58,1.6
195202,-1.37,-3.47,-2.72,-0.05,-2.25,-0.45,-3.85,-4.34,-3.52,-3.76,-2.06,-6.26,-2.64,-3.98,-0.36,-3.78,-5.16,1.16,-3.58,0.58,-0.75,-1.93,-2.93,-2.48,-1.81,-3.39,-3.82,-0.05,-0.32,-5.6
195203,1.38,-0.33,1.75,0.73,3.44,2.1,2.85,0.26,3.2,3.87,3.28,1.75,3,7.63,8.74,1.28,1.89,0.3,8.73,2.12,1.15,1.33,0.93,2.32,8.22,-1.07,2.64,4.91,3.79,3.32
195204,-2.13,-9.45,-3.95,-6.01,-2.9,-5.51,-3.36,-5.58,-7.39,-5.2,-4.04,-7.95,-4.6,-3.89,-3.98,-4.33,-5.91,-8.14,-7.77,-1.92,-0.86,-2.03,-3.08,-5.94,-3.5,-5.99,-1.64,-1.66,-1.69,-3.91
195205,2.32,1.64,-0.58,-7.98,2.13,-0.61,1.69,2.4,6.52,4.89,3.61,2.42,2.79,2.95,4.03,5.18,2.3,4.73,3.37,2.86,0.9,0.28,2.65,2.6,4.27,3.51,2.48,1.19,2.54,0.58
195206,2.12,2.49,3.57,0.87,0.47,2.16,2.53,-1.12,3.83,5.53,1.8,5.59,1.68,6.49,6.05,5.43,4.09,1.96,5.35,0.94,1.91,0.69,4.06,4.32,4.92,2.36,2.86,0.97,2.5,-0.99
195207,0.31,5.5,-0.79,-1.37,1.6,1.92,2.94,-4.54,1.13,-2.03,1.05,3.15,3.75,1.29,2.26,0.56,1.4,0.37,-1.19,2.02,0.09,-1.04,1.79,3.6,0.55,-0.89,2.03,-0.69,2.36,4.07
195208,1.24,-0.05,1.48,5.15,-1.65,-0.07,-1.79,-0.7,-1.75,-0.36,-1.13,-2.5,-2.2,-0.22,1.4,0.09,0.15,-1.06,-2.83,1.75,0.73,0.92,-0.85,-1.4,-0.49,-2.01,-0.4,3.66,-1.33,1.44
195209,-1.9,-12.75,-0.07,-1.6,-0.48,-1.06,-1.19,-4.26,-1.86,-5.74,-1.89,-4.01,-1.84,2.1,-1.1,-1.77,-2.64,0.37,-4.52,0.19,-0.5,-2.79,-1.34,-0.85,-2.05,-4.27,-0.73,1.05,0.1,-0.66
195210,-1.85,-2.47,6.47,-6.19,0.03,0.85,-3.31,-1.61,-2.22,-7.3,-2.19,-1.7,-2.12,-0.73,1.18,0.52,-5.12,-2.27,0.27,0.35,0.78,1.59,-2.08,-1.8,0.4,1.15,-1.4,-0.72,-3.44,-5.04
195211,4.65,9.55,7.93,8.59,3.39,5.16,7.21,7.15,10.01,5.69,7.11,7.71,7.18,10.43,7.41,5.6,6.03,9.58,1.87,5.09,3.97,-0.82,6.09,8.24,7.34,4.17,4.52,0.01,7.69,7.97
195212,1.4,-0.62,0.28,6.36,2.35,1,0.39,-2.12,1.51,4.08,2.57,4.06,2.21,2.37,6.9,2.15,1.96,-1.98,4.48,1.63,0.72,-0.85,3.06,2.81,3.6,1.88,1.08,4.95,3.94,-0.08
195301,2.45,0.15,4.17,0.29,3.18,0.48,0.32,-5.28,0.04,-2.92,0.81,1.26,-0.32,-3.52,-0.6,6.31,-0.42,1.89,-3.22,0.78,0.86,2.41,-0.24,-1.49,1.57,-0.26,0.71,3.22,-0.14,2.1
195302,0.38,0.06,5.5,3.86,4.2,-0.81,3.64,1.95,-2.77,1.49,-0.1,-0.53,-0.82,0.2,-1.31,1.47,3.15,-0.73,0.2,0.27,-0.57,-0.08,0.58,1.09,-1.3,-1.65,-0.23,2.81,-0.37,-1.71
195303,-0.59,-1.75,-4.63,4.73,-0.49,-0.75,-2.3,-0.34,-0.11,-5.1,-0.47,-4.9,-0.88,-1.81,-4.73,-4.42,-4.13,-6.76,-0.66,-0.04,-0.61,3.71,0.32,-1.32,-2.55,-1.78,-0.65,1.12,0.59,1.62
195304,-0.8,-3.87,4.71,-2.7,-1.84,-3.46,-1.42,-5.51,-3.5,-2.94,-2.25,-2.2,-1.92,0.65,-2.22,-4.25,-2.17,-6.96,-5.32,-3.36,-1.2,-1.15,-3.61,-2.31,-3.07,-3.32,-0.82,-1.05,-4.72,-1.53
195305,0.16,0.63,-0.51,-0.19,0.32,-0.09,0.39,-0.2,-0.15,-0.56,-0.07,-0.13,-0.55,0.82,-0.41,2.91,-2.03,-0.5,1.7,-0.14,0.19,6.64,0.98,1.21,2.6,0.05,1.4,-0.29,0.44,1.99
195306,-1.64,-1.11,1.56,-2.08,-3.88,-4.9,-1.71,-3.47,-1.44,-0.55,-4.65,-2.98,-4.33,-2.07,-3.17,-3.53,-4.17,-3.63,-0.21,-3.24,0.32,1.35,-2.52,-0.99,-1.43,-6.4,-2.13,-3.58,-3.14,-1.49
195307,2.29,3.51,4.32,3.01,-0.65,5.44,0.01,3.51,2.6,1.21,2.24,3.19,0.47,2.27,0.45,-0.08,1.01,0.27,3.82,3.22,0.79,-0.51,1.67,3.27,1.31,0.02,1.94,1.17,1.18,0.56
195308,-2.82,-2.64,-5.68,-6.52,-4.86,-3.9,-1.34,-0.12,-2.94,-5.37,-4.45,-8.19,-6.59,-6.2,-6.71,-3.54,-6.91,-7.29,-6.53,-0.54,-1.01,-2.76,-2.16,-5.33,-8.85,0.13,-2.58,-8.74,-3.16,-1.22
195309,-0.16,-2.86,3.38,-2.84,1.42,-1.73,-1.93,0.27,1.64,-2.46,0.69,-0.62,0.26,4.85,-0.54,0.66,-0.88,-3.64,-2.07,1.45,1.62,-0.01,-0.18,3.65,-1.86,-2.33,0.08,-0.71,0.42,-1.2
195310,0.95,2.96,-2.25,2.56,5,6.4,1.79,2.53,4.38,0.23,5.87,8.14,4.2,8.47,7.93,5.64,3.23,1.42,5.56,4.36,1.25,5.48,4.56,6.99,3.5,1.16,0.71,0.09,4.38,3.84
195311,2.78,4.51,-7.89,10.17,2,4.33,0.55,7.9,4.65,-0.89,4.28,1.96,3,6.74,0.77,4.9,-0.65,3.14,1.9,2.92,2.18,2.1,1.2,6.86,1.89,1.52,3.45,2.11,4.07,4.01
195312,1.1,-1.57,-4.46,2.12,2.45,-0.32,-1.34,-1.47,0.69,-3.32,1.28,-0.97,-0.33,-0.82,-0.88,1.53,-3.66,-4.77,0.37,0.46,0.41,2.76,2.57,1.06,-3.85,-0.65,1.21,-1.02,0.11,4.64
195401,3.99,6.41,1.69,3.16,3.98,4.04,2.68,5.54,0.93,7.61,6.29,7.45,7.98,7.05,5.54,7.83,8.08,9.38,8.52,3.17,1.78,1.31,6.33,4.66,7.81,7.46,2.98,5.99,4.08,4.85
195402,-0.04,-0.32,-3.38,2.31,3.84,-0.47,1.87,-0.25,0.02,1.68,2.16,0.24,2.43,5.44,1.45,5.63,4.23,-6.87,2.83,1.5,2.5,1.39,4.96,1.42,0.89,2.92,0.22,1.24,1.5,2.53
195403,2.76,-3.59,0.34,4.58,2.31,5.06,1.69,0.2,4.46,-2.83,1.64,5.99,1.66,7.02,3.66,11.74,3.34,0.71,4.23,2.9,1.64,2.8,11.2,6.22,-0.34,-0.82,0.39,-2.29,4.82,1.51
195404,1.03,-0.54,3.75,0.89,5.04,3.77,-0.54,1.11,6.59,-5.39,3.62,6.5,5.28,12.36,3.48,0.33,2.99,-2.07,6.13,1.14,1.89,1.88,2.62,8,1.66,1.34,1.51,1.9,5.29,4.01
195405,1.25,5.73,-0.23,3.43,1.73,6.13,3.96,1.56,3.53,12.88,3.09,6.88,4.61,-3.51,4.25,7.19,7.52,8.17,2.88,2.64,1.19,3.76,5.75,2.27,5.32,0.89,2.9,7.17,1.41,0.42
195406,3.14,-2.29,-9.29,1.05,2.61,5.25,2.17,-2.49,3.72,2.55,5.56,1.35,2.13,13.01,1.57,3.55,-0.84,3.43,-6.01,1.28,0.48,4.19,2.68,5.63,1.13,5.02,2.33,8.8,2.59,-0.02
195407,5.24,9,8.12,7.6,4.37,1.9,6.83,8.16,2.23,8.42,5.54,7.91,4.99,-1.4,10.15,12.98,5.38,0.9,4.21,5.38,4.31,5.11,2.74,5.76,6.57,5.83,4.06,9.69,7.47,2.95
195408,-3.07,0.15,-1.35,5.83,-0.2,2.3,-4.02,-2.62,-3.43,-4.27,-3.51,-6.35,-3,-5.28,-3.75,1.25,-4.32,3.62,0.44,-1.78,-1.48,0.1,-2.63,-4.49,-4.15,-1.46,-0.23,11.8,-0.41,-0.15
195409,3.46,2.19,5.47,5.67,2.62,5.41,2.54,2.73,7.17,4.97,5.99,7.58,5.63,7.27,13.73,2.85,8.63,7.53,9.94,1.92,2.4,4.51,7.1,5.45,3.66,1.69,4.88,9.14,3.14,5.37
195410,-2.44,-1.29,-3.02,-5.93,-2.95,-1.24,-0.3,-1.69,-4.46,-1.81,2.54,0.19,1.62,-2.85,-0.48,0.19,-1.21,-5.35,-2.02,-3.88,-0.92,1.74,-0.09,-0.35,2.61,-3.04,-2.59,-1.38,-1.51,1.38
195411,6.33,6.8,3.47,8.38,5.02,7.53,3.9,12.49,14.69,10.2,14.83,15.34,9.74,9.78,5.66,9.68,11.31,20.29,7.88,5.63,3.37,5.46,19.67,11.9,11.58,8.14,8.38,4.21,10.6,6.18
195412,2.44,8.21,7.73,10.07,4.84,2.88,4.8,6.05,3.65,7.31,2.34,12.18,6.09,4.13,7.59,14.62,3.67,10.12,6.36,3.5,1.5,7.76,0.75,5.37,12.01,5.2,1.91,14.06,6.04,3.34
195501,0.12,-4.07,1.17,-1.45,0.16,-1.21,1.59,-2.96,-2.84,1.65,0.05,3.32,-0.07,4.32,0.69,8.67,3.21,-3.53,0.36,1.37,0.72,0.57,3.63,-3.92,0.76,-1.49,1.77,3.79,0.06,-0.61
195502,1.72,1.54,-0.99,2.11,4.54,4.43,2.74,2.76,4.42,1.09,3.05,4.32,4.16,4.42,-1.06,3.66,-0.13,7.32,2.29,3.56,3.9,7.6,5.88,4.66,5.65,0.56,1.21,1.81,1.9,6.48
195503,-0.35,-2.24,-0.22,-3.18,-3.41,-2.09,1.01,6,-1.2,-5.35,0.54,2.86,0.41,-3.31,0.01,-2.47,8.62,0.14,-0.34,-0.82,-0.29,-4.45,1.09,0.92,-0.12,-2.48,-1.46,-0.9,1.04,-2.24
195504,4.1,-1.5,8.64,5.79,0.4,2.1,-0.07,-0.09,7.96,2.54,4.84,2.57,1.56,4.15,5.28,-7.59,-0.19,-2.24,0.5,2.45,1.87,-2.73,7.05,4.6,6.1,2.17,1.7,8.08,-1.55,7
195505,-0.28,2.83,-2.24,0.51,-0.64,-0.14,0.57,3,5.21,0.05,2.14,1.94,-1.12,-0.52,-0.79,-0.79,5.83,8.48,-0.85,-0.27,1.15,-2.96,1.08,3.58,0.45,0.18,3.1,0.29,2.23,-3.38
195506,2.62,3.28,-1.1,3.52,5.02,2.28,3.14,0.07,12.17,5.72,3.83,12.35,4.7,3.11,9.37,-0.37,0.46,9.51,11.11,1.57,0.59,0.01,6.17,11.57,1.65,0.44,4.6,0.24,3.78,-0.99
195507,0.75,0.42,7.14,-0.17,1.13,1.8,3.19,0.04,-2.16,2.79,-0.02,-0.42,-0.49,-3.3,15.3,-2.06,-5.61,-2.77,2.72,3.59,2.51,2.4,-2.96,-3.72,-1.56,2.85,1.87,5.04,-0.9,-0.75
195508,-1.33,-0.42,1.72,-1.23,-2.88,1.24,-0.77,-0.01,2.28,-1.62,1.02,5.98,0.1,1.94,-2.92,6.56,3.31,5.71,-1.33,-0.08,-2.6,1.45,-2.72,-0.94,-0.72,-1.77,1.7,-2.02,0.65,4.74
195509,-3.1,-0.94,2.96,-5.38,0.07,-3.36,0.05,-3.36,-2.8,-1.53,0.37,0.73,-0.3,-5.97,8.33,-2.76,-2.28,-4.14,-0.51,-2.79,0.9,1.08,-2.09,-0.36,-1.93,-4.57,3.7,-3.83,-4.1,-0.99
195510,-0.33,-6.21,-0.45,-3.46,-0.34,-2.74,-1.49,0.63,-2.59,-1.55,-2.96,-5.89,-2.11,-6.34,-4.9,2.55,-5.7,0.65,-1.19,-1.2,-1.33,3.08,-4.71,-2.84,-3.14,1.58,-2.89,-4.3,-1.29,-1.19
195511,3.45,3.06,4.38,2.47,6.82,3.42,0.19,6.09,7.39,3.08,5.45,8.72,8.93,12.07,9.1,11.29,8.03,10.83,8.39,3.22,1.46,-1.82,8.95,7.54,10.64,1.29,6.13,1.08,3.6,2.21
195512,0.77,1.92,1.56,-1.71,1.33,-0.27,1.16,6.04,2.14,0.43,2.42,2.43,3.85,6.18,-2.47,7.4,-2.4,7.77,3.48,-0.3,0.68,1.43,3.07,3.47,-1.98,2.45,-1.15,4.33,1.97,1.98
195601,-2.4,0.16,-0.37,-5.61,-1.66,-3.75,-1.97,-6.72,-4.84,-1.56,-4.66,-4.45,-4.37,-5.93,-7.1,-6.66,-2.89,5.64,0.27,-0.55,1.64,2.1,-5.04,-4.67,-2.5,-0.72,-4.91,-4.07,-3.79,-2.71
195602,2.16,-0.12,-3.4,7.86,3.57,6.58,1.11,8.06,3.83,0.15,4.93,4.6,5.41,5.92,5.29,3.56,4.18,11.91,4,1.73,-0.03,6.35,5.78,7.36,2.17,5.67,2.46,-0.46,3.39,3.53
195603,1.6,4.56,1.38,0.16,2.87,4.12,0.12,7.09,5.51,-0.64,11.66,10.39,4.23,8.5,5.16,0.4,2.59,9.19,11.32,3.63,1.28,6.54,12.64,10.75,6.84,2.24,0.13,2.62,5.51,8.53
195604,-0.49,1.99,7.48,2.68,2.38,-0.89,-1.76,2.55,-0.98,-3.58,-0.23,4.31,2.69,-2.75,-5.05,2.03,-3.62,-6.44,3.54,-2.37,-1.07,-5.15,2.04,1.7,1.47,0.2,-2.13,-0.9,-0.2,-4.11
195605,-2.94,-4.08,-4.32,-3.82,1.36,-6.23,-4.21,-1.47,-6.13,-6,-3.79,-9.7,-3,-7.79,-5.19,-5.23,-7.3,-3.41,-6.64,-0.97,-1.29,-4.93,-2.79,-4.39,-5.8,-2.98,-4.93,2.46,-5.58,-2.74
195606,0.27,1.67,0.49,0.93,3.53,0.64,1.24,3.38,3.93,-0.77,4.34,5.54,6.12,4.97,6.85,3.64,0.35,10.15,2.46,2.14,1.08,3.17,8.18,3.96,1.38,0.37,2.1,1.72,1.33,3.62
195607,2.24,0.22,1.6,0.91,4.25,2.9,0.12,2.88,2.53,0.31,7.08,10.64,8.52,5.11,4.54,5.39,0.75,2.03,5.83,5.02,2.47,-1.19,4.99,4.71,1.95,3.33,4.72,4.37,2.3,-1.19
195608,-1.86,1.71,-2.28,1.23,3.83,1.83,-1.31,-3.24,-3.84,-2.76,-5.4,-2.05,-3.74,-3.21,0.16,5.03,3.52,-6.04,-5.43,-2.65,-1.53,6.59,-4.5,-7.62,-5.43,-0.58,-3.07,-2.87,-2.93,-3.76
195609,-3.48,-1.88,-4.34,-2.88,-6.47,-4.41,-3.59,-3.87,-6.92,-2.13,-7.19,-4.82,-3.31,-7.02,-2.15,-4.93,-5.02,-2.27,-6.04,-4.05,-3.05,-5.41,-7.04,-9.58,-4.24,-1.84,-4.93,-4.68,-4.79,2.91
195610,-0.58,-2.25,2.47,0.8,1.87,-2.32,-0.11,0.33,0.58,1.39,-1.87,0.43,3.17,3.08,-0.8,3.61,-1.11,7.78,0.18,0.89,-1.64,1.27,2.89,0.88,1.76,2.06,1.19,1.29,0.28,-3.32
195611,-0.35,-1.84,-1.24,0.05,-0.47,-1.79,-1.18,-1.51,-3.52,-1.76,-4.28,2.2,1.72,-1.57,-3.66,4.12,0.93,5.08,5.11,0.22,1.32,-0.23,3.69,-2.96,-0.67,2.64,-2.69,0.39,1.42,-2.13
195612,0.69,5.43,2.17,3.04,-3.12,5.29,1.02,5.81,5.03,-1.2,4.82,3.79,6.39,3.58,1.74,3.85,2.13,-1.22,3.98,1.58,2.31,2.78,5.06,1.65,1.76,3.33,-1.11,-0.16,1.17,5.36
195701,1.07,-0.4,4.32,1.29,1.5,-4.31,1.08,-2.53,-5.91,2.06,-3.79,-9.83,-2.27,-8.04,-5.49,-1.94,0.49,-5.21,-4.38,2.37,2.63,6.09,-2.81,-3.2,-2.47,4.53,-2,0.57,1.22,-4.92
195702,-1.53,1.11,-1.38,-2.54,0.06,-2.68,0.25,-0.59,-2.14,-7.53,-2.42,-4.38,-2.4,0.26,-2.11,-6.53,0.94,-7.16,-2.44,-0.53,0.08,-0.53,-2.48,-1.37,-4.49,0.76,-1.28,-5.31,-0.74,-0.13
195703,1.31,1.59,0.87,2.47,1.05,4.91,1.52,7.98,2.31,1.97,1.35,1.98,1.65,5.13,0.32,-0.42,4.81,1.1,2.96,1.46,1.29,3.4,3.72,0.66,0.76,0.34,1.97,2.34,3.39,4.45
195704,1.45,1.45,0.24,2.4,7.44,-0.74,-2,5.18,5.23,-0.23,0.64,4.16,2.68,7.59,7.19,1.78,-0.95,-2.02,6.81,2.94,0.2,-0.18,8.92,0.48,2.28,0.55,-0.09,3.05,5.24,-0.72
195705,0.68,3.97,-1.14,3.99,5.63,-1.14,0.52,4.52,3.27,4.54,7.63,1.92,2.26,4.2,1,-0.46,-0.88,5.18,7.38,1.99,0.77,-2.52,7.43,4.77,0.45,3.25,2.41,0.49,2.56,-1.1
195706,-0.81,0.64,-1.8,0.29,2.2,-0.19,-1.87,6.21,-0.35,-2.09,-0.79,1.13,-2.63,2.59,-0.26,-5.8,-0.2,-2.71,-1.97,-5.35,-2.33,0.54,8.28,4.06,0.16,-0.3,-2.52,-1.04,-4.5,0.27
195707,1.54,-1.96,-0.78,1.44,-0.29,4.57,-1.48,2.68,1.32,-0.89,1.95,-0.61,-2.18,0.83,3.1,-3.64,0.6,-1.39,0.72,-0.28,-0.54,1.78,0.67,-0.88,1.89,-0.23,2.83,0.87,-0.89,-0.89
195708,-2.22,-4.26,2.64,-5.26,-4.25,-2.29,-3.42,-2.51,-6.92,-7.24,-7.85,-7.22,-5.81,-6.77,-3.32,-1.73,-6.2,-7.23,-5.97,-2.83,-0.37,0.81,-8.03,-6.24,-6.99,-9.25,-2.52,-3.9,-3.36,-4.64
195709,-1.93,-5.47,5.1,-5.75,-0.4,-2,-2.54,-3.97,-6.77,-5.66,-5.58,-9.03,-7.6,-6.92,-7.67,-9.89,-10.28,-9.63,-8.21,-1.98,-2.48,2.09,-6.27,-4.4,-8.04,-4.28,0.48,-2.8,-4.18,-3.59
195710,-2.22,-2.38,0.7,-9.92,-7.81,-3.15,-3.95,-0.74,-3.78,-8.02,-3.97,-7.88,-6.77,-2.57,-4.1,-4.16,-7,-5.02,-6.1,-0.98,-2.39,-2.53,-1.43,-4.14,-7.58,-8.71,-3.91,-8.59,-5.81,-4.39
195711,3.18,4.97,3.55,3.9,1.09,3.54,-1.93,7.49,4.62,2.3,4.29,-1.27,-1.87,7.89,-4.74,11.64,-4.18,-1.74,2.2,4.1,1.21,2.64,4.04,6.38,-2.19,1.86,1.43,-3.06,4.17,-1.35
195712,1.06,-3.2,2.94,-4.54,-0.3,2.76,-2.79,-0.62,-3.5,-7.64,-3.1,-9.1,-7.63,-4.98,-7.23,-5.95,-7.73,-8.03,-7.23,2.32,1.02,-1.99,-1.59,-3.3,-6.77,-3.74,-1.86,-1.98,-0.87,-0.85
195801,6.6,7.03,5.7,9.69,5.41,2.03,8.29,-0.33,3.11,15.91,6.87,8.28,10.51,3.23,3.97,5.1,8.45,8.78,1.2,5.96,3.98,3.99,4.39,4.5,12.64,4.36,7.39,11.53,8.37,4.95
195802,3.06,2.77,0.23,-0.71,-4.12,2.28,1.67,4.8,-3.88,-1.75,-0.75,0.36,-3.38,-3.84,-2.21,-2.1,-3.43,-2.82,-4.73,1.16,0.54,3.93,0.79,-2.04,-3.69,0.38,1.34,-0.17,1.19,2.73
195803,3.79,2.93,6.24,2.03,3.2,4.21,3.29,7.44,-0.4,2.28,2.93,1.93,3.55,0.83,2.21,0.26,8.49,0.99,7.92,1.88,1.08,4.79,4.51,3.25,0.35,3.87,3.99,7.52,3.21,8.35
195804,3.14,3.6,4.46,1.88,4.87,2.05,3.23,7.44,0.77,5.02,1.01,1.29,2.74,-1.59,3.74,3.53,0.89,4.68,5.07,5.01,2.62,-0.34,1.39,1.63,7.19,0.76,3.07,1.64,2.01,-1.49
195805,2.95,3.33,0.48,5.28,3.36,-0.64,2.99,0.96,1.54,5.02,1.65,6.73,3.15,2.17,4.03,5.08,4.41,6.18,0.18,1.3,2,1.68,0.57,4.73,3.93,2.62,3.58,8.35,2.05,1.82
195806,2.81,3.05,3.95,5.26,0.53,3.84,-4.19,3.2,3.02,0.16,2.8,0.9,2.65,1.63,3.01,1.62,3.56,2.4,4.96,2.16,1.63,2.3,5.8,1.54,2.57,1.81,2.13,1.9,2.91,6.73
195807,1.35,3.23,-0.1,2.39,-0.99,9.95,2.66,5.9,7.79,7.4,6.62,11.48,8.35,4.77,9.6,5.91,3.76,12.38,0.43,1.06,0.83,-0.47,2.53,5.52,8.36,4.19,1.63,3.09,1.94,1.44
195808,2.29,5.03,2.25,7.04,8.57,-1.68,2.75,1.94,2.52,4.31,2.32,3.01,3.65,2.1,-0.47,0.42,-2.27,2.58,1.87,-1.05,2.36,1.43,1.96,2.88,2.28,3.6,5.82,6.35,4.6,9.46
195809,1.75,6.02,7.81,8.22,7.57,4.3,3.85,11.53,2.68,9.88,3.57,8.16,4.01,5.5,9.57,-0.69,0.76,-0.56,3.16,3.29,4.86,5.19,6.55,4.04,8.15,2.01,3.91,10.72,-0.6,-2.13
195810,1.62,5.81,1.52,7.8,5.07,9.54,-0.41,0.87,0.62,3.26,1.18,4.73,3.06,3.84,2.17,5.91,2.9,2.38,1.13,4.1,1.27,4.2,4.73,2.16,3.36,1.06,1.01,3.58,3.5,3.44
195811,4.7,5.42,1.66,4.64,7.97,4.54,2.13,7.92,3.3,2.57,3.95,0.5,4.07,3.79,2.99,0.1,1.6,-1.06,1.87,2.84,2.02,6.79,4.73,3.45,5.72,4.03,5.9,14.31,2.23,3.93
195812,2.66,0.48,3.55,0.07,-1.86,1.67,3.93,4.39,5.59,3.24,4.84,6.52,2.65,11.21,3.64,1.27,3.93,3.77,0.98,5.72,13.08,8.86,14.59,2.97,2.04,5.1,5.6,-1.9,4.07,7.85
195901,2.14,2.3,8.55,4.29,3.66,1.85,7.94,-0.83,-0.48,3.05,1.61,1.17,1.06,-0.88,0.1,-0.01,4.52,1.66,0.28,1.03,3.7,5.28,-3.96,0.56,3.23,-0.14,3.43,2.37,-2.9,-1.54
195902,2.73,2.79,0.56,5.95,-1.6,3.29,5.05,3.67,5.09,5.53,3.14,1.11,2.8,4.38,-0.44,5.26,-1.93,-1.26,-7.69,1.06,4.65,-1.05,5.56,3.31,0.98,1.29,2.51,3.02,2.2,4.4
